item_id,category,description,name,price
XDW6H,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop Stand,219.38
T89BT,Office Products,For everyday office use,Sticky Notes,1448.54
WJVRC,Pet Supplies,,Pet Grooming,159.34
KY86H,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,441.13
9YYUD,Beauty & Personal Care,Suitable for all skin types,Handwash,1248.80
GGVA0,Home & Kitchen,One of a kind stainless steel,Spoons,1301.60
PNY5F,"Clothing, Shoes & Jewelry",,Tshirt,1538.10
J0RLJ,Beauty & Personal Care,,Toothpaste,462.79
IFCBE,Home & Kitchen,,Knives,49.31
NKIAN,Home & Kitchen,One of a kind stainless steel,Can Opener,1128.81
O0EN8,Others,,Chair,1273.12
86QBU,Home & Kitchen,,Can Opener,1807.80
WAKVV,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Kindle,1341.93
RLZ58,Beauty & Personal Care,,Facewash,572.97
1O8HG,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Kite,115.35
C0XJ1,Pet Supplies,,Water and Food Bowls,1216.95
X6UD1,Office Products,,Paper Clips,1570.33
2M3IA,"Arts, Crafts & Sewing",,Watercolor Pens,1264.22
EWV0X,Toys & Games,make a great gift for kids 3 to 7 years olds,Teddy Bear,1384.78
BK30J,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,1528.58
OQAVY,"Clothing, Shoes & Jewelry",Imported,Jacket,637.10
SI422,Others,,Chair,1810.96
NERRR,Home & Kitchen,,Sauce Pots,535.70
NJP35,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,1684.54
F5VPL,Beauty & Personal Care,Suitable for all skin types,Facewash,1222.86
ZI4TG,Home & Kitchen,One of a kind stainless steel,Spoons,1418.65
3CBUE,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,313.46
N3SJZ,"Clothing, Shoes & Jewelry",Imported,Jacket,10.13
AO8MT,"Clothing, Shoes & Jewelry",,Boots,1931.80
EKSU4,Sports & Outdoors,,Sports Shoes,714.35
EMK94,Office Products,,Pencil,558.10
3GGQF,Sports & Outdoors,100% Synthetic,Basketball,1146.17
7ZGCQ,Pet Supplies,For your lovely pet,Pet Bed,1006.96
9KIU2,"Clothing, Shoes & Jewelry",,Necklace,1549.55
5IYPP,"Clothing, Shoes & Jewelry",Imported,Jeans,220.14
00T3H,Pet Supplies,For your lovely pet,Water and Food Bowls,1823.34
E2KKR,Pet Supplies,,Water and Food Bowls,764.56
NPUHK,Sports & Outdoors,,Basketball,1352.86
VK0WY,Electronics,【11th Gen Intel Core i5-1135G7】,Charger,784.29
TK5LF,Others,,Chair,1903.35
CFAWD,Office Products,,Pencil,1044.70
T53L6,Beauty & Personal Care,,Handwash,1111.25
0M1IY,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,249.78
U2MRD,Home & Kitchen,,Bowls,497.34
UN2TJ,Electronics,,Mobile,219.91
AM2V1,"Arts, Crafts & Sewing",,Watercolor Pens,313.16
UY1XI,Others,for everyday use,Chair,897.17
LNW2F,Office Products,For everyday office use,Pencil,830.78
WEF0G,"Clothing, Shoes & Jewelry",Imported,Boots,1260.43
S65EB,Sports & Outdoors,100% Synthetic,Sports Shoes,1431.91
A84FX,"Arts, Crafts & Sewing",,Oil Paints,1791.40
4FY20,Home & Kitchen,One of a kind stainless steel,Mats,809.17
XLVRL,"Arts, Crafts & Sewing",Set of 12,Oil Paints,970.83
0Q3SK,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,591.39
M5IPY,Beauty & Personal Care,,Handwash,1953.80
F5BQE,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,587.45
RVSYY,Beauty & Personal Care,,Bath Soap,543.47
6L8G2,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Ipad,55.20
DST27,"Arts, Crafts & Sewing",,Curtains,1495.80
PSCEN,"Arts, Crafts & Sewing",Set of 10,Curtains,1195.76
ACSR4,"Arts, Crafts & Sewing",Set of 12,Watercolor Pens,642.69
0O6T1,Sports & Outdoors,,Badminton Racket,1208.28
4ZNXK,Home & Kitchen,One of a kind stainless steel,Pans,753.69
UN3YA,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,956.35
BJ84D,"Clothing, Shoes & Jewelry",,Boots,553.34
2MZ6U,Electronics,【11th Gen Intel Core i5-1135G7】,Ipad,999.38
LRNKC,Office Products,For everyday office use,Marker,1902.27
BM6UL,Toys & Games,make a great gift for kids 3 to 7 years olds,Teddy Bear,1321.56
LGHXA,Sports & Outdoors,100% Synthetic,Badminton Racket,1645.91
UPM1E,Home & Kitchen,,Mats,1710.10
YINGE,Sports & Outdoors,100% Synthetic,Hat,855.85
QE0QM,Toys & Games,,Barbie,684.20
T6ZN8,Pet Supplies,,Water and Food Bowls,449.32
V5Q8G,"Arts, Crafts & Sewing",Set of 12,Curtains,7.76
3TSTH,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,393.32
Y69NJ,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,78.98
IP4GF,"Arts, Crafts & Sewing",Set of 10,Watercolor Pens,1772.35
MXE8U,Office Products,For everyday office use,Pencil,1018.71
EYIXO,Others,for everyday use,Nail Paint,1400.18
5QRTB,Office Products,For everyday office use,Paper Clips,793.31
CF7VH,"Clothing, Shoes & Jewelry",,Jeans,346.41
NM4I2,Office Products,,Sticky Notes,1958.21
NVFFX,Home & Kitchen,,Can Opener,197.46
P7FSM,Electronics,,Ipad,354.28
196SK,Beauty & Personal Care,Suitable for all skin types,Toothpaste,1713.90
J6M8Y,Pet Supplies,For your lovely pet,Pet Bed,459.60
VJGU6,Pet Supplies,,Leash And Collar,1507.48
0OLL3,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,65.60
F4GR8,"Arts, Crafts & Sewing",Set of 12,Curtains,703.83
7Q6AR,Beauty & Personal Care,,Facewash,1915.64
X7E7Y,Pet Supplies,For your lovely pet,Pet Grooming,675.16
N8P04,Pet Supplies,,Pet Bed,23.37
29ZGA,Others,for everyday use,Chair,1374.30
RW5DM,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Sauce Pots,1717.28
9WYAI,Sports & Outdoors,,Badminton Racket,1124.48
UGF82,Office Products,For everyday office use,Pen,1647.84
Q9VTV,Toys & Games,,Barbie,146.89
2ZJQJ,"Arts, Crafts & Sewing",Set of 12,Paint Brushes,1070.65
SXA4X,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,1839.87
KG6AB,Toys & Games,,Kite,72.49
QSMQY,Office Products,,Paper Clips,1884.10
Q98UL,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,819.98
K9G6O,Others,for everyday use,Plants,984.75
R2B8M,Sports & Outdoors,,Badminton Racket,1242.36
ZFEZB,Others,for everyday use,Notebook,722.16
M5LT8,Sports & Outdoors,,Sports Shoes,267.20
O061O,Electronics,Reams of high-bandwidth DDR4 RAM,Charger,151.20
LRCM7,Others,for everyday use,Notebook,12.74
PMHON,"Clothing, Shoes & Jewelry",100% Cotton,Necklace,1425.48
47KBB,"Clothing, Shoes & Jewelry",100% Cotton,Hoodie,1177.46
U6WS8,Beauty & Personal Care,,Serum,1688.89
G0OYO,Sports & Outdoors,,Basketball,1726.12
4M3R4,Pet Supplies,For your lovely pet,Leash And Collar,490.00
XEDFV,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Rings,1091.77
XRCV3,Pet Supplies,For your lovely pet,Leash And Collar,1743.13
7QRDA,Office Products,,Marker,783.17
GC0IH,"Arts, Crafts & Sewing",,Easel,1009.57
ELZBH,Office Products,,Pencil,1213.40
JO0TU,Home & Kitchen,,Spoons,540.64
T2NV6,Toys & Games,,Teddy Bear,90.60
BWXYU,Pet Supplies,For your lovely pet,Pet Grooming,3.67
F5V7W,Home & Kitchen,,Bowls,1250.40
6LD2P,Sports & Outdoors,,Badminton Racket,1477.80
H7D5V,Home & Kitchen,One of a kind stainless steel,Can Opener,1980.33
O7LY0,Electronics,,Speaker,912.86
A3F1N,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,278.46
V3N5P,Electronics,,Airpods,1120.59
28HZ7,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Laptop Stand,1406.93
L684Q,"Clothing, Shoes & Jewelry",100% Cotton,Tshirt,270.42
NOTFS,Toys & Games,,Kite,1327.31
0GC5U,"Arts, Crafts & Sewing",Set of 10,Easel,894.20
U0UW2,Others,,Lamp,832.91
RORDN,Office Products,,Pencil,1502.35
C1VLT,"Clothing, Shoes & Jewelry",,Tshirt,331.70
B92EA,"Clothing, Shoes & Jewelry",,Jeans,186.39
1NOU5,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Facewash,1809.87
T352D,Beauty & Personal Care,Suitable for all skin types,Handwash,1137.97
E0NFB,Toys & Games,,Teddy Bear,595.74
7B7IV,Office Products,For everyday office use,Pencil,1867.50
EL8S5,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1640.50
U5N1F,Toys & Games,,Kite,1976.35
F1VT3,Electronics,【11th Gen Intel Core i5-1135G7】,Mobile,1531.96
56E9K,Others,for everyday use,Chair,253.75
9CMLE,Electronics,,Mobile,541.53
GWC4S,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Jeans,1011.76
8JQOY,Toys & Games,,Kite,1927.52
SX399,Office Products,For everyday office use,Marker,1526.62
AFO3Y,"Arts, Crafts & Sewing",Set of 12,Easel,373.70
5OFXS,Others,,Nail Paint,380.81
1L75M,Others,for everyday use,Notebook,646.60
BMJFS,Office Products,,Pencil,980.63
IJEVL,Others,for everyday use,Chair,1541.91
0JAY5,"Arts, Crafts & Sewing",Set of 10,Curtains,1509.78
ITXGX,Beauty & Personal Care,,Bath Soap,1055.84
RCD5L,Office Products,,Pen,134.33
L143U,Office Products,For everyday office use,Pencil,903.28
FQ44E,Pet Supplies,,Leash And Collar,234.47
DCXDF,Beauty & Personal Care,,Bath Soap,1838.77
3KMKD,Sports & Outdoors,,Badminton Racket,712.96
IJUC8,Toys & Games,,Teddy Bear,1417.98
IF9Z6,Pet Supplies,,Pet Grooming,496.41
G6LJB,Beauty & Personal Care,Suitable for all skin types,Serum,1787.70
6MFEU,Pet Supplies,,Pet Bed,1845.30
A9TXT,Electronics,Reams of high-bandwidth DDR4 RAM,Speaker,1139.14
HCO2Y,Beauty & Personal Care,,Toothpaste,171.56
GCVOR,"Clothing, Shoes & Jewelry",Machine Wash,Jacket,991.82
VQ2PR,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,103.41
AEZ0L,Electronics,,Airpods,1429.28
5AMEJ,Electronics,,Ipad,1025.93
ONSMD,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,731.97
UFJHF,"Arts, Crafts & Sewing",Set of 10,Curtains,1636.93
OFWFG,Home & Kitchen,,Bowls,921.22
I4L8W,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop,1296.50
PQB34,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,261.70
XFNKK,Pet Supplies,,Water and Food Bowls,1055.70
MTBL8,Beauty & Personal Care,,Handwash,161.73
GIFQT,Office Products,,Paper Clips,1210.99
UCFXW,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,1099.10
BCL09,Toys & Games,,Hot Wheels,1411.48
2ELSM,Pet Supplies,For your lovely pet,Pet Bed,447.10
12L1Q,Others,,Chair,32.65
CFU2F,"Arts, Crafts & Sewing",Set of 10,Canvas,1482.73
WV19N,Beauty & Personal Care,Suitable for all skin types,Serum,27.51
CU4WC,Pet Supplies,For your lovely pet,Water and Food Bowls,1699.51
QZU3V,Beauty & Personal Care,,Serum,448.58
L0MPT,Office Products,,Pencil,157.63
E0FR3,Electronics,,Speaker,1840.20
0TX2A,Office Products,,Pen,747.87
4931O,Office Products,For everyday office use,Pen,1298.94
CF9KC,"Arts, Crafts & Sewing",Set of 10,Paint Brushes,609.33
JP289,"Arts, Crafts & Sewing",Set of 10,Oil Paints,1891.49
B0ERH,Others,for everyday use,Notebook,1574.50
WN8CN,"Clothing, Shoes & Jewelry",,Necklace,402.73
35IM6,Office Products,For everyday office use,Pen,276.73
T2KOI,"Clothing, Shoes & Jewelry",Machine Wash,Rings,704.75
XWF8Q,Others,,Notebook,544.12
SC9P7,Others,,Chair,1327.25
C0ZZE,Toys & Games,make a great gift for kids 3 to 7 years olds,Kite,870.96
1BO43,Pet Supplies,For your lovely pet,Leash And Collar,636.63
7BMI0,"Arts, Crafts & Sewing",,Acrylic Paints,605.37
RVDG3,Sports & Outdoors,100% Synthetic,Sports Shoes,223.94
1CG3J,Office Products,For everyday office use,Sticky Notes,655.62
U1G1W,Electronics,,Ipad,1948.17
II66G,Electronics,Reams of high-bandwidth DDR4 RAM,Airpods,471.12
K4HRR,Toys & Games,,Teddy Bear,1171.69
C8LVX,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Knives,1398.53
XPXKI,Toys & Games,,Teddy Bear,1099.68
1B9HA,"Arts, Crafts & Sewing",,Paint Brushes,1422.81
7M4PP,Office Products,,Pencil,767.35
ZHNQD,Home & Kitchen,,Sauce Pots,178.26
AJPY2,Pet Supplies,,Water and Food Bowls,46.37
4V8US,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,1782.84
6JI8O,Pet Supplies,For your lovely pet,Leash And Collar,623.00
62XYD,Toys & Games,,Kite,639.20
DH7PU,Others,,Lamp,545.65
SR3P5,"Arts, Crafts & Sewing",Set of 12,Canvas,685.78
20JRI,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Jacket,220.78
BIH0E,"Clothing, Shoes & Jewelry",,Boots,524.86
KGJNE,Home & Kitchen,One of a kind stainless steel,Spoons,886.51
J2A6K,"Arts, Crafts & Sewing",Set of 10,Oil Paints,987.77
GEC5H,Beauty & Personal Care,Suitable for all skin types,Serum,297.44
RUZMY,Others,,Nail Paint,1576.17
CWVT6,Beauty & Personal Care,,Facewash,1766.80
IISIG,"Arts, Crafts & Sewing",,Canvas,1835.87
2V5MU,"Arts, Crafts & Sewing",Set of 10,Curtains,516.45
44CP8,Others,,Lamp,1211.20
X9O3Y,Office Products,For everyday office use,Pencil,466.49
0DVVQ,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Rings,50.98
ZJJC7,"Arts, Crafts & Sewing",,Paint Brushes,883.41
W55QN,Others,,Lamp,637.20
HOJYQ,Electronics,,Charger,1338.12
3BLET,Electronics,Reams of high-bandwidth DDR4 RAM,Kindle,1207.43
WVQAG,Pet Supplies,For your lovely pet,Water and Food Bowls,1050.92
8FARI,Office Products,For everyday office use,Paper Clips,702.37
ZK6X3,Beauty & Personal Care,Suitable for all skin types,Bath Soap,219.88
0MN2U,Others,for everyday use,Notebook,1512.80
ZT061,Toys & Games,,Barbie,1872.52
C8CXO,Toys & Games,make a great gift for kids 3 to 7 years olds,Barbie,1749.23
QEBR8,Others,for everyday use,Chair,714.71
WMZVI,Pet Supplies,,Pet Bed,1061.60
JFTIN,Beauty & Personal Care,,Facewash,1969.38
JMH6M,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Charger,1174.50
77TGR,Pet Supplies,,Water and Food Bowls,572.79
AQCDK,Electronics,Reams of high-bandwidth DDR4 RAM,Charger,1652.10
FLGKA,"Clothing, Shoes & Jewelry",,Boots,964.59
VXZMM,Home & Kitchen,,Spoons,495.40
QJ1MU,Electronics,【11th Gen Intel Core i5-1135G7】,Ipad,1810.50
FV59O,Toys & Games,,Kite,1368.72
GVMBI,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Mobile,1126.43
J0YAE,Pet Supplies,For your lovely pet,Water and Food Bowls,986.49
EV5F7,Beauty & Personal Care,,Facewash,1420.59
D18DP,Electronics,,Airpods,555.67
J30IQ,Office Products,For everyday office use,Pencil,1405.85
NKKK5,Sports & Outdoors,Cushioning provides excellent shock absorption,Hat,838.99
MLS8V,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,372.63
YSBR7,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,1053.30
U0CDO,Others,,Notebook,768.12
GJN3W,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Kindle,393.49
FCJOR,Sports & Outdoors,100% Synthetic,Basketball,1585.38
DMJBB,Electronics,,Kindle,612.86
69JA8,Others,,Notebook,1843.72
SSD85,Pet Supplies,,Pet Bed,121.30
GZ08B,"Clothing, Shoes & Jewelry",,Jeans,103.45
WH2WV,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1301.60
4REE1,Beauty & Personal Care,,Toothpaste,1469.51
OWKUS,Pet Supplies,For your lovely pet,Pet Bed,281.94
MAS6Q,Office Products,,Pen,1499.15
CB4CM,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",Kindle,1917.92
7VJQF,Beauty & Personal Care,,Toothpaste,713.68
QI3NJ,Toys & Games,,Barbie,860.10
R3GNJ,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,Boots,1065.81
OC8QZ,Others,,Plants,1341.17
VA3K7,Sports & Outdoors,,Hat,65.84
PMWNT,Toys & Games,,Hot Wheels,1261.90
KQL59,"Arts, Crafts & Sewing",,Canvas,1930.49
X45DU,"Arts, Crafts & Sewing",,Easel,1169.75
XEGKF,Office Products,For everyday office use,Pen,682.56
FB3E6,Sports & Outdoors,100% Synthetic,Sports Shoes,1416.33
2CNO4,Home & Kitchen,,Spoons,1111.45
CUUSK,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Hot Wheels,491.49
RFSC5,Electronics,Reams of high-bandwidth DDR4 RAM,Laptop,799.47
M4XOP,Office Products,For everyday office use,Paper Clips,872.33
FWRER,Sports & Outdoors,100% Synthetic,Basketball,1636.86
ZMYA7,Home & Kitchen,,Spoons,430.18
RIUHU,Electronics,Reams of high-bandwidth DDR4 RAM,Mobile,1634.78
OHP70,"Arts, Crafts & Sewing",Set of 12,Acrylic Paints,1169.31
5Y7CT,Others,,Plants,1196.36
FBTZN,Sports & Outdoors,,Badminton Racket,579.53
0X2JQ,Electronics,,Charger,1742.25
HBMTH,Beauty & Personal Care,Suitable for all skin types,Serum,1023.72
7AGKZ,Sports & Outdoors,Cushioning provides excellent shock absorption,Badminton Racket,1359.75
AN2FB,Office Products,,Pen,543.52
RTOHI,Office Products,For everyday office use,Pencil,220.53
SLN5V,"Arts, Crafts & Sewing",Set of 10,Oil Paints,589.13
VR5P7,Pet Supplies,,Water and Food Bowls,368.80
IMK9T,Office Products,,Marker,774.32
2X7Y9,Sports & Outdoors,,Badminton Racket,274.92
SUMZL,Others,for everyday use,Notebook,1121.23
SEO1K,Home & Kitchen,,Salad Spinner,418.69
AZ5H0,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1099.50
X1IC6,Others,,Nail Paint,1372.20
0PA2J,Beauty & Personal Care,Suitable for all skin types,Bath Soap,548.62
QPTSS,Pet Supplies,,Pet Bed,1852.61
5L3KF,Home & Kitchen,,Knives,1429.18
R9LWL,Pet Supplies,,Pet Bed,1715.84
I6CPJ,Pet Supplies,For your lovely pet,Pet Bed,1169.22
LQK5J,Office Products,For everyday office use,Paper Clips,500.66
ZNW4T,Toys & Games,,Kite,538.25
MZDEP,"Arts, Crafts & Sewing",,Oil Paints,93.10
JUXCB,"Clothing, Shoes & Jewelry",Imported,Hoodie,1461.70
UDHBP,"Arts, Crafts & Sewing",Set of 12,Canvas,1935.73
8SLDK,Electronics,,Kindle,1740.54
7DRK6,Toys & Games,,Teddy Bear,803.41
AVLDT,"Clothing, Shoes & Jewelry",100% Cotton,Boots,137.45
TORP8,Office Products,For everyday office use,Marker,1946.55
P0YW8,Pet Supplies,For your lovely pet,Water and Food Bowls,624.10
GVYOR,Others,,Chair,257.40
ZI2W4,Toys & Games,,Kite,1440.46
RU7NS,Others,,Nail Paint,1046.26
GHDPE,"Clothing, Shoes & Jewelry",,Jeans,54.58
81WFO,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Teddy Bear,418.15
XKLIS,Others,for everyday use,Chair,235.43
AB0N5,"Arts, Crafts & Sewing",,Acrylic Paints,1745.11
BQH2T,Electronics,【11th Gen Intel Core i5-1135G7】,Airpods,1831.40
6676O,Sports & Outdoors,Cushioning provides excellent shock absorption,Basketball,12.47
A7E09,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Salad Spinner,1074.18
LBXAQ,Others,for everyday use,Nail Paint,720.20
J6IBQ,Office Products,For everyday office use,Pen,79.71
YOZ3C,Office Products,For everyday office use,Marker,354.39
MCX38,Office Products,For everyday office use,Pencil,1637.48
R6FOJ,Home & Kitchen,,Mats,530.73
IY7JQ,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop,648.47
QZ772,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Barbie,1410.65
E0SO8,Office Products,For everyday office use,Marker,1925.32
I3UUY,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Serum,489.70
DJOFF,Home & Kitchen,,Salad Spinner,972.65
C3F9W,Beauty & Personal Care,Suitable for all skin types,Toothpaste,424.46
78R60,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,53.77
CGXGY,Beauty & Personal Care,,Bath Soap,717.66
Z4P7G,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Handwash,602.58
M7QLH,Office Products,For everyday office use,Paper Clips,1049.85
PA4QZ,Toys & Games,,Teddy Bear,349.62
QCO3B,Pet Supplies,For your lovely pet,Pet Grooming,1385.60
SVMX2,Beauty & Personal Care,,Facewash,162.48
UI83F,Home & Kitchen,One of a kind stainless steel,Can Opener,966.68
XDZSB,Office Products,,Pen,1141.56
PKB2B,Others,for everyday use,Chair,712.47
VTEEO,Office Products,,Pen,239.26
41BHM,Sports & Outdoors,100% Synthetic,Hat,1047.75
92KZW,Others,,Chair,119.42
DNWUU,Beauty & Personal Care,Suitable for all skin types,Toothpaste,348.10
1WI8O,Home & Kitchen,,Knives,250.31
BN6M8,Office Products,For everyday office use,Paper Clips,223.60
R5IHO,Office Products,For everyday office use,Pen,1217.37
M19FT,Toys & Games,,Kite,453.87
074LH,Electronics,【11th Gen Intel Core i5-1135G7】,Laptop Stand,175.82
Y8CE0,Sports & Outdoors,100% Synthetic,Basketball,614.50
R9HZ5,Office Products,For everyday office use,Paper Clips,1283.45
Q5I8H,Sports & Outdoors,,Sports Shoes,463.75
G7F9N,Home & Kitchen,,Bowls,1472.82
W5RTV,Sports & Outdoors,Cushioning provides excellent shock absorption,Sports Shoes,211.62
M29T1,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",Toothpaste,1173.64
4LHO1,Pet Supplies,,Leash And Collar,1514.98
7EUCJ,Sports & Outdoors,100% Synthetic,Basketball,866.63
89K5F,Others,for everyday use,Lamp,496.20
AYSIX,"Clothing, Shoes & Jewelry",,Jeans,621.70
